id,slug,bucket,newness,n_countries,n_reasons,n_ban_source_links,has_court_case,has_named_plaintiff,template_fingerprint,reasoning,title
12745,seri-pemahaman-doktrin-kebenaran,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Seri Pemahaman Doktrin: Kebenaran
12746,sejarah-kerajaan-allah-jilid-1-2-perjanjian-lama,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Sejarah Kerajaan Allah Jilid 1/2 Perjanjian Lama
12747,sejarah-singkat-liturgi-barat,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Sejarah Singkat Liturgi Barat
12748,seri-pemahaman-doktrin-alkitabiah-manusia-baru,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Seri Pemahaman Doktrin Alkitabiah : Manusia Baru
12749,surat-surat-paulus-2,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Surat-surat Paulus 2
12750,tafsiran-alkitab-wahyu-yohanes-1,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Tafsiran Alkitab Wahyu Yohanes 1
12751,belajar-berjalan-dengan-allah,REDUCE_TO_BAN_ONLY,0.562,1,1,1,0,0,,newness=0.56 and no rich signals — redundant with description_ban,Belajar Berjalan Dengan Allah
12752,alkitab-buku-untuk-masa-kini,REDUCE_TO_BAN_ONLY,0.558,1,1,1,0,0,,newness=0.56 and no rich signals — redundant with description_ban,Alkitab:buku untuk Masa Kini
12753,memahami-isi-alkitab,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Memahami Isi Alkitab
12754,bekal-hidup,KEEP_NARRATIVE,0.836,1,1,1,0,0,,high newness (0.84) without rich-case signals — likely AI prose; flag for human review,Bekal Hidup
12755,doa-santap,REDUCE_TO_BAN_ONLY,0.589,1,2,1,0,0,,newness=0.59 and no rich signals — redundant with description_ban,Doa Santap
12756,seri-pemahaman-doktrin-al-kitab-dunia-kepunyaan-allah,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Seri Pemahaman Doktrin Al-Kitab: Dunia Kepunyaan Allah
12757,hukum-mengenai-rokok-mencukur-janggut,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Hukum Mengenai Rokok & Mencukur Janggut
12758,hakikat-sembahyang,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Hakikat Sembahyang
12759,malaysia-daulah-pemuda-bani-tamim,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Malaysia Daulah Pemuda Bani Tamim
12760,sirrul-asrar,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Sirrul Asrar
12761,ilmu-tapak-tangan,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Ilmu Tapak Tangan
12762,sorga-firdaus-2,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Sorga Firdaus 2
12763,syurga-di-bawah-tapak-kaki-ibu-dengan-iman-dan-takwa,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Syurga di Bawah Tapak Kaki Ibu Dengan Iman dan Takwa
12764,antara-syorga-dan-neraka,REDUCE_TO_BAN_ONLY,0.614,1,2,1,0,0,,newness=0.61 and no rich signals — redundant with description_ban,Antara Syorga dan Neraka
12765,berdasarkan-al-hadits-dengan-riwayat-risalah-durhaka,REDUCE_TO_BAN_ONLY,0.554,1,2,1,0,0,,newness=0.55 and no rich signals — redundant with description_ban,Berdasarkan Al-hadits' Dengan Riwayat:risalah Durhaka
12766,hikmat-dan-keaijaban-ayat-kursi-dan-surah-yaasin-serta-doa-burung-cenderawasih,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Hikmat dan Keaijaban Ayat Kursi dan Surah Yaasin serta Doa Burung Cenderawasih
12768,amalan-murah-rezeki,REDUCE_TO_BAN_ONLY,0.455,1,1,1,0,0,,newness=0.45 and no rich signals — redundant with description_ban,Amalan Murah Rezeki
12776,mengenal-tulisan-perjanjian-baru,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Mengenal Tulisan Perjanjian Baru
12778,kudumba-seks-kathaigal-kisah-kisah-seks-keluarga,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Kudumba Seks Kathaigal (Kisah-Kisah Seks Keluarga)
12779,oru-kanniyin-karpanai-mimpi-seorang-gadis-bhs-tamil,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Oru Kanniyin Karpanai (mimpi Seorang Gadis) (BHS Tamil)
12780,kama-sastera-ahti-sangkarar-bhs-tamil,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Kama Sastera Ahti Sangkarar (BHS Tamil)
12781,gadis-liar-berumur-16-tahun,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Gadis Liar Berumur 16 tahun
12782,pemandu-pelancong-wanita,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Pemandu Pelancong Wanita
12783,gadis-jelita,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Gadis Jelita
12784,genit-bandar,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Genit Bandar
12785,jururawat-gasang,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Jururawat Gasang
12786,gadis-rupawan,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Gadis Rupawan
12787,kisah-miang-gadis-jelita,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kisah Miang Gadis Jelita
12788,peperangan-zaman-moden-antara-lelaki-perempuan-gadis-miang,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Peperangan Zaman Moden Antara Lelaki & Perempuan-Gadis Miang
12789,peperangan-zaman-moden-antara-lelaki-perempuan-wanita-genit,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Peperangan Zaman Moden Antara Lelaki & Perempuan-Wanita Genit
12790,peperangan-zaman-moden-antara-lelaki-perempuan-perlakuan-seks-yang-keterlaluan,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Peperangan Zaman Moden Antara Lelaki & Perempuan-Perlakuan Seks Yang Keterlaluan
12791,lelaki-perempuan-berpakaian-berwarna-warni,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Lelaki Perempuan Berpakaian Berwarna Warni
12792,atas-nama-cinta-in-the-name-of-love-lagu,REDUCE_TO_BAN_ONLY,0.562,1,1,1,0,0,,newness=0.56 and no rich signals — redundant with description_ban,Atas Nama Cinta / In The Name of Love( lagu)
12793,hotline,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Hotline
12794,gadis-naif,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Gadis Naif
12795,gadis-genit,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Gadis Genit
12796,akasi,KEEP_NARRATIVE,0.714,1,1,1,0,0,,high newness (0.71) without rich-case signals — likely AI prose; flag for human review,Akasi
12797,one-night-stand,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,One Night Stand
12798,bisikan-tengah-malam,KEEP_NARRATIVE,0.716,1,1,1,0,0,,high newness (0.72) without rich-case signals — likely AI prose; flag for human review,Bisikan Tengah Malam
12799,kekasih-yang-seksi,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Kekasih Yang Seksi
12800,burung-berapi,REDUCE_TO_BAN_ONLY,0.648,1,1,1,0,0,,newness=0.65 and no rich signals — redundant with description_ban,Burung Berapi
12801,ichiban,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Ichiban
12802,beppin,REDUCE_TO_BAN_ONLY,0.582,1,1,1,0,0,,newness=0.58 and no rich signals — redundant with description_ban,Beppin
12803,suki-chan-sau-yu,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Suki Chan Sau Yu
12804,oscar,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Oscar
12805,koleksi-cerita-lucah,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Koleksi Cerita Lucah
12807,pornografi,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Pornografi
12809,kama-sastera,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Kama Sastera
12811,forbidden-flowers,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Forbidden Flowers
12813,my-secret-life-part-two,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,MY Secret Life Part Two
12814,eat-me,REDUCE_TO_BAN_ONLY,0.662,1,2,1,0,0,,newness=0.66 and no rich signals — redundant with description_ban,Eat Me
12816,helen-and-desire,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Helen and Desire
12817,best-american-gay-fiction,REDUCE_TO_BAN_ONLY,0.662,1,2,1,0,0,,newness=0.66 and no rich signals — redundant with description_ban,Best American Gay Fiction
12819,101-nights-of-grrreat-sex,KEEP_NARRATIVE,0.536,1,3,1,0,0,,rich signals: 3-reasons; newness=0.54,101 Nights of Grrreat Sex
12822,maxim-edisi-uk,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Maxim (edisi UK)
12823,maxim-edisi-us,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Maxim (edisi US)
12824,loaded-edisi-uk,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Loaded (edisi UK)
12825,fast-car-edisi-uk,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Fast Car (edisi UK)
12826,boys-toys,REDUCE_TO_BAN_ONLY,0.574,1,1,1,0,0,,newness=0.57 and no rich signals — redundant with description_ban,Boys Toys
12827,arena,REDUCE_TO_BAN_ONLY,0.623,1,1,1,0,0,,newness=0.62 and no rich signals — redundant with description_ban,Arena
12828,cosmopolitan-uk-november-2003,KEEP_NARRATIVE,0.662,1,3,1,0,0,,rich signals: 3-reasons; newness=0.66,Cosmopolitan (UK) (November 2003)
12829,hammer-edisi-uk,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Hammer (edisi UK)
12830,stuff,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Stuff
12831,gq-julai-2003,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,GQ (Julai 2003
12833,max-power-edisi-uk,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Max Power (edisi UK)
12834,ralph-edisi-australia,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Ralph (edisi Australia)
12835,ice-edisi-uk,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Ice (edisi UK)
12836,bizarre-edisi-uk,REDUCE_TO_BAN_ONLY,0.597,1,1,1,0,0,,newness=0.60 and no rich signals — redundant with description_ban,Bizarre (edisi UK)
12837,ironman-edisi-kanada,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Ironman (edisi Kanada)
12840,revs-edisi-uk,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Revs (edisi UK)
12841,bikes-edisi-uk,REDUCE_TO_BAN_ONLY,0.686,1,1,1,0,0,,newness=0.69 and no rich signals — redundant with description_ban,Bikes (edisi UK)
12843,front-edisi-uk,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Front (edisi UK)
12844,fhm-for-him-magazine-edisi-uk,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,FHM (For Him Magazine) Edisi UK
12845,fhm-for-him-magazine-edisi-usa,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,FHM (For Him Magazine) Edisi USA
12846,american-curves,REDUCE_TO_BAN_ONLY,0.586,1,2,1,0,0,,newness=0.59 and no rich signals — redundant with description_ban,American Curves
12847,mercy-oceans-lovestream,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Mercy Ocean's Lovestream
12851,great-religions-of-the-world,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Great Religions of the World
12853,muhammad-a-biography-of-the-prophet,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Muhammad a Biography of the Prophet
12854,messiah-war-in-the-middle-east-road-to-armageddon,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Messiah War in the Middle East & Road to Armageddon
12855,mysterious-facts-strange-world,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Mysterious Facts Strange World
12856,mysterious-facts-gods-demons,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Mysterious Facts Gods & Demons
12857,eminem-talking,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,"Eminem ""Talking"""
12861,lesbian-couple-a-guide-ti-creating-healthy-relationships,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Lesbian Couple a Guide Ti Creating Healthy Relationships
12862,malam-pengantin-indahkah-malam-pengantin-anda-berdua,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Malam Pengantin - Indahkah Malam Pengantin Anda Berdua?
12863,is3hot,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Is3Hot
12864,permata-sukma,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Permata Sukma
12865,air-mata-gadis,KEEP_NARRATIVE,0.755,1,1,1,0,0,,high newness (0.76) without rich-case signals — likely AI prose; flag for human review,Air Mata Gadis
12866,pengantin-remaja-pelamin-impianku,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Pengantin Remaja ( Pelamin Impianku )
12867,lesbian,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Lesbian
12868,korban-nafsu,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Korban Nafsu
12869,rahsia-wanita,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Rahsia Wanita
12870,permata-baiduri-ii-petua-merawat-semula-dara-yang-telah-hilang,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Permata Baiduri Ii ( Petua Merawat Semula Dara yang Telah Hilang )
12871,permata-baiduri-tujuh-rormula-mengenal-gadis-masih-dara-atau-tidak,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Permata Baiduri ( Tujuh Rormula Mengenal Gadis Masih Dara Atau Tidak )
12872,hakikat-lafadz-a-l-l-a-h,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Hakikat Lafadz A.L.L.A.H.
12873,kisah-tongkat-nabi-musa,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Kisah Tongkat Nabi Musa
12874,delapan-adzab-allah-swt,REDUCE_TO_BAN_ONLY,0.486,1,2,1,0,0,,newness=0.49 and no rich signals — redundant with description_ban,Delapan Adzab Allah SWT
12875,jemaat-yang-mengalami-terobosan-strategi-strategi-apostolik,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Jemaat yang Mengalami Terobosan Strategi-strategi Apostolik
12876,mengapa-kita-mencintai-keluarga-nabi-saw,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Mengapa Kita Mencintai Keluarga Nabi Saw
12877,setetes-rahasia-alam-tuhan-melalui-peristiwa-metafisika-al-miraj,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Setetes Rahasia Alam Tuhan Melalui Peristiwa Metafisika Al-mi'raj
12878,quran-menurut-perempuan,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Quran Menurut Perempuan
12879,40-hari-khalwat-catatan-harian-seorang-psikologi-dalam-pengasingan-diri-sufistik,REDUCE_TO_BAN_ONLY,0.521,1,1,1,0,0,,newness=0.52 and no rich signals — redundant with description_ban,40 Hari Khalwat Catatan Harian Seorang Psikologi dalam Pengasingan Diri Sufistik
12880,al-audah-ila-al-quran-kembali-kepada-al-quran,KEEP_NARRATIVE,0.552,1,3,1,0,0,,rich signals: 3-reasons; newness=0.55,Al-audah Ila Al-quran ( Kembali Kepada Al-quran )
12881,dari-zaman-nabi-muhammad-saw-dan-para-sahabat,REDUCE_TO_BAN_ONLY,0.610,1,2,1,0,0,,newness=0.61 and no rich signals — redundant with description_ban,Dari Zaman Nabi Muhammad Saw Dan Para Sahabat
12882,pink-lady,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Pink Lady
12883,hot-girl,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Hot! Girl
12885,godaan-seks,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Godaan Seks
12886,cinta-haram,KEEP_NARRATIVE,0.723,1,2,1,0,0,,high newness (0.72) without rich-case signals — likely AI prose; flag for human review,Cinta Haram
12887,sexy-girl,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Sexy Girl
12888,kak-long,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kak Long
12889,body-girl,REDUCE_TO_BAN_ONLY,0.653,1,2,1,0,0,,newness=0.65 and no rich signals — redundant with description_ban,Body Girl
12891,si-comel,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Si Comel
12892,cinta-liar,KEEP_NARRATIVE,0.723,1,1,1,0,0,,high newness (0.72) without rich-case signals — likely AI prose; flag for human review,Cinta Liar
12893,gadis-yang-mengejar-nafsu,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Gadis yang Mengejar Nafsu
12894,mimpi-pisang,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Mimpi Pisang
12895,isteri-muda-yang-berlaku-curang,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Isteri Muda yang Berlaku Curang
12896,pasangan-berahi,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Pasangan Berahi
12897,gadis-hamba-nafsu,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Gadis Hamba Nafsu
12900,kisah-tengah-malam,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kisah Tengah Malam
12901,perempuan-tidak-bermoral,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Perempuan Tidak Bermoral
12902,guru-dara,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Guru Dara
12903,kisah-doktor-yang-tak-siuman,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kisah Doktor yang Tak Siuman
12904,cinta-kota,REDUCE_TO_BAN_ONLY,0.655,1,1,1,0,0,,newness=0.66 and no rich signals — redundant with description_ban,Cinta Kota
12905,dunia-ceria,REDUCE_TO_BAN_ONLY,0.679,1,1,1,0,0,,newness=0.68 and no rich signals — redundant with description_ban,Dunia Ceria
12906,dunia-romantik,KEEP_NARRATIVE,0.707,1,1,1,0,0,,high newness (0.71) without rich-case signals — likely AI prose; flag for human review,Dunia Romantik
12907,lelaki-yang-bertanggung-jawab,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Lelaki yang Bertanggung Jawab
12908,artikel-bertajuk-cartoon-not-much-impact-here,REDUCE_TO_BAN_ONLY,0.653,1,1,1,0,0,,newness=0.65 and no rich signals — redundant with description_ban,"Artikel bertajuk ""Cartoon not much impact here"""
12909,artikel-bertajuk-media-eropah-siarkan-semula-karikatur-meningkatkan-kontroversi-akhbar-denmark-hina-agama-islam-mohom-maaf-yang-disiarkan-dalam-akhbar-guan-ming-daily-edisi-petang-pada-3-februari-2,KEEP_NARRATIVE,0.740,1,1,1,0,0,,high newness (0.74) without rich-case signals — likely AI prose; flag for human review,"Artikel bertajuk ""Media Eropah siarkan semula karikatur meningkatkan kontroversi Akhbar Denmark hina agama Islam, mohom maaf"" Yang disiarkan dalam akhbar Guan Ming Daily Edisi Petang pada 3 Februari 2"
12910,cannabis-culture,REDUCE_TO_BAN_ONLY,0.667,1,1,1,0,0,,newness=0.67 and no rich signals — redundant with description_ban,Cannabis Culture
12912,high-times,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,High Times
12914,a-fundamental-fear-eurocentrism-and-the-emergence-of-islamism,KEEP_NARRATIVE,0.585,1,3,1,0,0,,rich signals: 3-reasons; newness=0.59,A Fundamental Fear Eurocentrism and the Emergence of Islamism
12915,islam-revealed-a-christian-arabs-view-of-islam,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Islam Revealed a Christian Arab's View of Islam
12916,mini-skirts-mothers-muslims,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Mini-skirts Mothers & Muslims
12918,sacred-books-of-the-east,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Sacred Books of the East
12919,sharing-your-faith-with-a-muslim,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Sharing Your Faith with a Muslim
12920,cult-world-religions-and-the-occult,REDUCE_TO_BAN_ONLY,0.628,1,2,1,0,0,,newness=0.63 and no rich signals — redundant with description_ban,"Cult, World Religions and the Occult"
12921,petua-dan-doa-pendinding-penawar-penyembuh-penyakit,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,"Petua dan Doa Pendinding,penawar, Penyembuh Penyakit"
12922,hakikat-hikmah-7-hari-dalam-seminggu,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Hakikat & Hikmah 7 Hari dalam Seminggu
12923,pemuda-bani-tamim-perintis-jalan-imam-mahdi,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Pemuda Bani Tamim Perintis Jalan Imam Mahdi
12924,kontroversi-hukum-hudud,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Kontroversi Hukum Hudud
12925,risalah-no-2-dilema-umat-islam-antara-hadis-dan-quran,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Risalah No.2 Dilema Umat Islam - Antara Hadis dan Quran
12926,siri-7-amalan-amalan-bidah-pada-bulan-syaban,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Siri 7 Amalan-amalan Bid'ah pada Bulan Syaban
12927,skin-shows-the-tattoo-bible,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Skin Shows the Tattoo Bible
12929,caught-up,REDUCE_TO_BAN_ONLY,0.595,1,1,1,0,0,,newness=0.59 and no rich signals — redundant with description_ban,Caught Up!
12932,beach-story-by-ernesto-mestre-reed,REDUCE_TO_BAN_ONLY,0.624,1,1,1,0,0,,newness=0.62 and no rich signals — redundant with description_ban,Beach Story BY Ernesto Mestre-reed
12933,scar-tissue,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Scar Tissue
12934,naked-rooms,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Naked Rooms
12936,classic-nude-photography-techniques-and-images,REDUCE_TO_BAN_ONLY,0.671,1,2,1,0,0,,newness=0.67 and no rich signals — redundant with description_ban,Classic Nude Photography Techniques and Images
12937,lighting-for-nude-photograpy,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Lighting for Nude Photograpy
12938,erotic-home-photograpy-how-to-take-your-own-nude-portraits,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Erotic Home Photograpy - How to Take Your Own Nude Portraits
12939,jock-sturges-notes,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Jock Sturges Notes
12940,box-lunch-the-laypersons-guide-to-cunnilingus,REDUCE_TO_BAN_ONLY,0.575,1,2,1,0,0,,newness=0.58 and no rich signals — redundant with description_ban,Box Lunch the Layperson's Guide to Cunnilingus
